Date	Time	matchup	record	team1	team2	B's	league
26 Mar 2017 - Spring Season	8:15:00 AM	eXtreme Gamers - ahq e-Sports club	12:02:00 AM	13.16	1.02	7	LMS
25 Mar 2017 - Spring Season	1:00:00 PM	Wayi Spider - Fireball	12:02:00 AM	5.01	1.15	7	LMS
25 Mar 2017 - Spring Season	11:00:00 AM	Hong Kong Esports - ahq e-Sports club	12:02:00 AM	7.64	1.08	7	LMS
24 Mar 2017 - Spring Season	1:00:00 PM	Machi17 - Fireball	2:01:00 AM	1.29	3.5	7	LMS
24 Mar 2017 - Spring Season	11:00:00 AM	J Team - Hong Kong Esports	2:00:00 AM	1.46	2.63	7	LMS
19 Mar 2017 - Spring Season	1:00:00 PM	J Team - yoe Flash Wolves	12:02:00 AM	5.5	1.15	7	LMS
19 Mar 2017 - Spring Season	11:00:00 AM	Machi17 - ahq e-Sports club	12:02:00 AM	4.48	1.19	6	LMS
18 Mar 2017 - Spring Season	1:00:00 PM	eXtreme Gamers - J Team	12:02:00 AM	6.15	1.11	7	LMS
18 Mar 2017 - Spring Season	11:00:00 AM	Machi17 - yoe Flash Wolves	12:02:00 AM	7.88	1.07	6	LMS
17 Mar 2017 - Spring Season	1:00:00 PM	Hong Kong Esports - Wayi Spider	2:00:00 AM	1.07	7.5	7	LMS
17 Mar 2017 - Spring Season	11:00:00 AM	eXtreme Gamers - Fireball	1:02:00 AM	2.99	1.37	7	LMS
12 Mar 2017 - Spring Season	11:00:00 AM	Machi17 - J Team	2:01:00 AM	2.83	1.4	7	LMS
12 Mar 2017 - Spring Season	8:20:00 AM	Wayi Spider - eXtreme Gamers	12:02:00 AM	2.07	1.71	7	LMS
11 Mar 2017 - Spring Season	12:00:00 PM	yoe Flash Wolves - ahq e-Sports club	2:00:00 AM	1.55	2.37	7	LMS
11 Mar 2017 - Spring Season	10:00:00 AM	Fireball - Hong Kong Esports	12:02:00 AM	2.58	1.48	7	LMS
10 Mar 2017 - Spring Season	10:00:00 AM	yoe Flash Wolves - eXtreme Gamers	2:00:00 AM	1.01	13.32	6	LMS
10 Mar 2017 - Spring Season	7:00:00 AM	Machi17 - Hong Kong Esports	2:01:00 AM	1.89	1.84	6	LMS
05 Mar 2017 - Spring Season	10:00:00 AM	Machi17 - eXtreme Gamers	2:00:00 AM	1.14	5.37	7	LMS
05 Mar 2017 - Spring Season	7:00:00 AM	Fireball - ahq e-Sports club	12:02:00 AM	7.56	1.07	7	LMS
04 Mar 2017 - Spring Season	12:00:00 PM	J Team - ahq e-Sports club	12:02:00 AM	4.05	1.2	7	LMS
04 Mar 2017 - Spring Season	10:00:00 AM	Fireball - yoe Flash Wolves	12:02:00 AM	7.72	1.07	6	LMS
03 Mar 2017 - Spring Season	12:00:00 PM	J Team - Wayi Spider	2:00:00 AM	1.06	8.47	7	LMS
03 Mar 2017 - Spring Season	7:00:00 AM	Hong Kong Esports - eXtreme Gamers	2:01:00 AM	1.12	5.78	7	LMS
18 Feb 2017 - Spring Season	12:00:00 PM	yoe Flash Wolves - Hong Kong Esports	2:00:00 AM	1.12	5.71	6	LMS
18 Feb 2017 - Spring Season	10:00:00 AM	Wayi Spider - Machi17	12:02:00 AM	3.96	1.23	6	LMS
17 Feb 2017 - Spring Season	12:00:00 PM	Fireball - J Team	1:02:00 AM	4.33	1.19	5	LMS
17 Feb 2017 - Spring Season	10:00:00 AM	Wayi Spider - ahq e-Sports club	12:02:00 AM	12.21	1.01	5	LMS
12 Feb 2017 - Spring Season	10:00:00 AM	Wayi Spider - yoe Flash Wolves	12:02:00 AM	8.6	1.05	5	LMS
12 Feb 2017 - Spring Season	7:00:00 AM	ahq e-Sports club - eXtreme Gamers	2:00:00 AM	1.06	8.96	6	LMS
11 Feb 2017 - Spring Season	10:00:00 AM	ahq e-Sports club - Hong Kong Esports	2:00:00 AM	1.18	4.49	6	LMS
11 Feb 2017 - Spring Season	7:00:00 AM	Fireball - Wayi Spider	2:00:00 AM	1.42	2.73	6	LMS
10 Feb 2017 - Spring Season	12:00:00 PM	Fireball - Machi17	1:02:00 AM	2.69	1.44	6	LMS
10 Feb 2017 - Spring Season	10:00:00 AM	Hong Kong Esports - J Team	12:02:00 AM	2.53	1.5	6	LMS
05 Feb 2017 - Spring Season	12:00:00 PM	ahq e-Sports club - Machi17	2:00:00 AM	1.15	4.73	5	LMS
05 Feb 2017 - Spring Season	10:00:00 AM	Fireball - eXtreme Gamers	2:00:00 AM	1.72	2.04	4	LMS
04 Feb 2017 - Spring Season	12:00:00 PM	J Team - eXtreme Gamers	2:00:00 AM	1.19	4.46	5	LMS
04 Feb 2017 - Spring Season	10:00:00 AM	yoe Flash Wolves - Machi17	2:00:00 AM	1.14	5.27	4	LMS
03 Feb 2017 - Spring Season	12:00:00 PM	Wayi Spider - Hong Kong Esports	12:02:00 AM	3.47	1.29	5	LMS
03 Feb 2017 - Spring Season	10:00:00 AM	yoe Flash Wolves - J Team	2:00:00 AM	1.18	4.55	4	LMS
22 Jan 2017 - Spring Season	12:00:00 PM	eXtreme Gamers - Wayi Spider	2:01:00 AM	2.52	1.5	6	LMS
22 Jan 2017 - Spring Season	10:00:00 AM	J Team - Machi17	2:01:00 AM	1.45	2.66	5	LMS
21 Jan 2017 - Spring Season	12:00:00 PM	Hong Kong Esports - Fireball	2:01:00 AM	1.22	4.14	6	LMS
21 Jan 2017 - Spring Season	10:00:00 AM	ahq e-Sports club - yoe Flash Wolves	1:02:00 AM	3.34	1.3	5	LMS
